content,score,label,clean_content,label_encoded
"bagaimana caranya bayar kalo tiap buka aplikasi aja alasan tidak ada koneksi/mohon periksa koneksi internetmu, padahal sinyal bagus kalo telat bayar bukan salah saya tapi salah aplikasi yang super lemot",1,negatif,bagaimana caranya bayar kalo tiap buka aplikasi aja alasan tidak ada koneksimohon periksa koneksi internetmu padahal sinyal bagus kalo telat bayar bukan salah saya tapi salah aplikasi yang super lemot,0
sangat membantu kehidupan. untuk belanja online.ga pernah kecewa. karna ada garansi pengembalian. barang dan dana jika tidak cocok dan garansi pengiriman. jadi tidak lama di pengiriman . semoga tetap di pertahan kan . dan lebih baik . terimakasih shopee,5,positif,sangat membantu kehidupan untuk belanja onlinega pernah kecewa karna ada garansi pengembalian barang dan dana jika tidak cocok dan garansi pengiriman jadi tidak lama di pengiriman  semoga tetap di pertahan kan  dan lebih baik  terimakasih shopee,1
Belum punya pinjaman.. mau hapus akun susah.. ? Tadinya coba coba m3ndownlod shopee... data dan lainnya sudah diisi dengan benar... Jika ada hal hal yang m4nyangkut nama saya.. nanti.. tiba tiba ada tagihan... saya tidak merasa meminjam ke shopeePay.. Maaf aplikasinya langsung di UNINSTAL...,1,negatif,belum punya pinjaman mau hapus akun susah  tadinya coba coba mndownlod shopee data dan lainnya sudah diisi dengan benar jika ada hal hal yang mnyangkut nama saya nanti tiba tiba ada tagihan saya tidak merasa meminjam ke shopeepay maaf aplikasinya langsung di uninstal,0
ke 2 kalinya uang ga ke transfer.. dan kali ini dibuktintransaksi jelas tertulis berhasil...tp ternyata tdk ada uang masuk... uang hampir 3 jt.. kalau TF ke org gmn?????? dah jangan Ampe sla sepertos blmnya 3 hari lebih..s.edih bgt disaat butuh uangnya.... arrrrgh semoga pelayanan bs jauh lebih baik,1,negatif,ke  kalinya uang ga ke transfer dan kali ini dibuktintransaksi jelas tertulis berhasiltp ternyata tdk ada uang masuk uang hampir  jt kalau tf ke org gmn dah jangan ampe sla sepertos blmnya  hari lebihsedih bgt disaat butuh uangnya arrrrgh semoga pelayanan bs jauh lebih baik,0
"Aplikasi Shopee keren abis dah karna sangat membantu dlm kebutuhan sehari-hari diantaranya Shopeepay, Spinjam, Spaylater dan banyak promo di Shopee dan yg paling keren lagi tagihan bisa dicicil. Pokoknya top markotop dah shopee...sukses terus buat kita semua.",5,positif,aplikasi shopee keren abis dah karna sangat membantu dlm kebutuhan seharihari diantaranya shopeepay spinjam spaylater dan banyak promo di shopee dan yg paling keren lagi tagihan bisa dicicil pokoknya top markotop dah shopeesukses terus buat kita semua,1
"Sangat sangat membantu , saran saya cuma 1 . Kalau boleh pembayaran tagihan per item , kalau sekarang kan tidak bisa di pisah² untuk pembayaran tagihan, jadi sewaktu waktu kami mau membayar 1 item itu bisa , kesanya tidak kebanyakan di akhir bulan , terima kasih",5,positif,sangat sangat membantu  saran saya cuma   kalau boleh pembayaran tagihan per item  kalau sekarang kan tidak bisa di pisah untuk pembayaran tagihan jadi sewaktu waktu kami mau membayar  item itu bisa  kesanya tidak kebanyakan di akhir bulan  terima kasih,1
"Aplikasi spinjam yang paling bagus. Tagihan juga perbulan, dan dapat diskon pembayaran pertama. Dan dapat limit lumayan banyak. Dan Uda ajukan 2x ngak pernah gagal. Cairnya juga langsung masuk ke rekening. Cara bayar pun ngak susah susah amat. Bungan juga lumayan rendah",5,positif,aplikasi spinjam yang paling bagus tagihan juga perbulan dan dapat diskon pembayaran pertama dan dapat limit lumayan banyak dan uda ajukan x ngak pernah gagal cairnya juga langsung masuk ke rekening cara bayar pun ngak susah susah amat bungan juga lumayan rendah,1
Terbantu bgt dgn apk shopeepay ini Transaksi belanja online n bayar² atau transfer makin mudah Ke dpnnya makin ditingkatkan lg ya.. Kalo bisa siy biaya adminnya turunin,5,positif,terbantu bgt dgn apk shopeepay ini transaksi belanja online n bayar atau transfer makin mudah ke dpnnya makin ditingkatkan lg ya kalo bisa siy biaya adminnya turunin,1
"Aplikasi buruk top up e wallet ket. Berhasil tapi saldo tidak masuk ke wallet tujuan sdh 1 minggu gk ada kejelasan, tanggung jawab dong, masalah dilempar terus",1,negatif,aplikasi buruk top up e wallet ket berhasil tapi saldo tidak masuk ke wallet tujuan sdh  minggu gk ada kejelasan tanggung jawab dong masalah dilempar terus,0
"Aplikasinya ringan mudah d pahami buat transaksi sama transfer mudah dan cepat sangat membantu,smoga kedepanya lebih di tingkatkan lagi.",5,positif,aplikasinya ringan mudah d pahami buat transaksi sama transfer mudah dan cepat sangat membantusmoga kedepanya lebih di tingkatkan lagi,1
"Baru banget di download, trs pakai utk transfer gak lama saldo shopeepay gue kepotong 42.900 di riwayat transaksi utk bayar google play.. Gratis biaya transfernya tapi sisa saldo shopeepay gue kepotong gak jelas, Gak jelas banget tiba² aja kepotong padahal baru banget di download.. Mana gede kepotongnya tau gitu gue gak download..",1,negatif,baru banget di download trs pakai utk transfer gak lama saldo shopeepay gue kepotong  di riwayat transaksi utk bayar google play gratis biaya transfernya tapi sisa saldo shopeepay gue kepotong gak jelas gak jelas banget tiba aja kepotong padahal baru banget di download mana gede kepotongnya tau gitu gue gak download,0
"Saya heran dengan kebijakan shopeepay. Masa saya ngambil barang Desember tapi di hitung dari bulan kemarin November sungguh diluar Nurul. cuma di kasih tempo 3 bulan lagi, jadi kalau dihitung2 kita cuma di kasih waktu satu bulan untuk melunasi. 🤦",1,negatif,saya heran dengan kebijakan shopeepay masa saya ngambil barang desember tapi di hitung dari bulan kemarin november sungguh diluar nurul cuma di kasih tempo  bulan lagi jadi kalau dihitung kita cuma di kasih waktu satu bulan untuk melunasi ,0
"Sangat bagus dan praktis lebih mudah belanja dengan jarak apapun,, tetapi tolong untuk aktivitas atau fitur2 di shopee lebih ringan lagi karna udah mulai berat untuk buka2 fitur2 yang ada didalamnya,",5,positif,sangat bagus dan praktis lebih mudah belanja dengan jarak apapun tetapi tolong untuk aktivitas atau fitur di shopee lebih ringan lagi karna udah mulai berat untuk buka fitur yang ada didalamnya,1
"sangat membantu , simpel , mudah. semoga kedepannya ada fitur tmbah mnarik dan canggih lgi. Transfer bayar lbih cepat terverifikasi dan sampai , ada sisa saldo simpan dishopeepay aman juga . Keamanan lbih ditingkatkan lgi , biar pengguna mkin percaya dan nyaman. Terimakasih.",5,positif,sangat membantu  simpel  mudah semoga kedepannya ada fitur tmbah mnarik dan canggih lgi transfer bayar lbih cepat terverifikasi dan sampai  ada sisa saldo simpan dishopeepay aman juga  keamanan lbih ditingkatkan lgi  biar pengguna mkin percaya dan nyaman terimakasih,1
"Hati² ya yang mau top up kesini,, jangan top up banyak² nanti dananya gak masuk² giliran di top up sedikit dana langsung masuk, sedikit mencurigakan alasan jaringan sibukk. Ngaco bangeet shopeepay",1,negatif,hati ya yang mau top up kesini jangan top up banyak nanti dananya gak masuk giliran di top up sedikit dana langsung masuk sedikit mencurigakan alasan jaringan sibukk ngaco bangeet shopeepay,0
"sangat memuaskan,,mending ini si dari pada OVO setiap top up ada biaya admin,fitur lengkap ada tranver virtual akun dan e wallet sangat suka dengan shopepay good good ini adalah e wallet terbaik menurut saya😊",5,positif,sangat memuaskanmending ini si dari pada ovo setiap top up ada biaya adminfitur lengkap ada tranver virtual akun dan e wallet sangat suka dengan shopepay good good ini adalah e wallet terbaik menurut saya,1
"Saya kasi bintang lima biar komen mudah terlihat, proses pengajuan lama kalo kepepet mending pinjam k apk lain aja, padahal hanya 500k, itu pun kalo d setujui, pembayaran cicilan hanya sampe 6 bulan, bunga juga tinggi, seharus y bunga tinggi, tapi pencairan y cepat agar yg ad keperluan mendadak bisa terbantu",5,positif,saya kasi bintang lima biar komen mudah terlihat proses pengajuan lama kalo kepepet mending pinjam k apk lain aja padahal hanya k itu pun kalo d setujui pembayaran cicilan hanya sampe  bulan bunga juga tinggi seharus y bunga tinggi tapi pencairan y cepat agar yg ad keperluan mendadak bisa terbantu,1
Sangat disayangkan splater sy dibekukan padahal pembayaran tepat waktu dan belanja sll di shope. Dibekukan tanpa ada alasan jelas.........termasuk mau ajukan Spinjam jg tidak bisa...,5,positif,sangat disayangkan splater sy dibekukan padahal pembayaran tepat waktu dan belanja sll di shope dibekukan tanpa ada alasan jelastermasuk mau ajukan spinjam jg tidak bisa,1
"Nah ini baru bisa, begitu dong kak. Jangan buat aku jadi bingung dan greget, soalnya kenapa? Token dirumah saya tadi sudah habis makanya mau isi token lewat shopeepay eh malah gabisa terus, pas dibalas dan diperbaiki oleh tim. Alhamdulillah bisa, dan tokenku nyala lagi, lain kali jangan gangguan lagi dong kak, biar pas ngisi sayanya jadi gak ribet liatnya. Untung tadi udah selesai masalahnya, coba kalau belum udah inimah gak akan nyala kak sampai pagi token dirumahku😐.",5,positif,nah ini baru bisa begitu dong kak jangan buat aku jadi bingung dan greget soalnya kenapa token dirumah saya tadi sudah habis makanya mau isi token lewat shopeepay eh malah gabisa terus pas dibalas dan diperbaiki oleh tim alhamdulillah bisa dan tokenku nyala lagi lain kali jangan gangguan lagi dong kak biar pas ngisi sayanya jadi gak ribet liatnya untung tadi udah selesai masalahnya coba kalau belum udah inimah gak akan nyala kak sampai pagi token dirumahku,1
"Akun spaylater di bekukan sampai lama banget sampai bertahun tahun,,padahal sudah top up belanja..tetap aj si bekukan,,padahal ngga ada cicilan..aneh",1,negatif,akun spaylater di bekukan sampai lama banget sampai bertahun tahunpadahal sudah top up belanjatetap aj si bekukanpadahal ngga ada cicilananeh,0
"Sangatt nyaman mudah dan sengat membantu, karna shopeepay plus bisa transfer ke semua bank, dan skeng fitur baru bisi krim ewallet, ke semua aplikasi ewallate",5,positif,sangatt nyaman mudah dan sengat membantu karna shopeepay plus bisa transfer ke semua bank dan skeng fitur baru bisi krim ewallet ke semua aplikasi ewallate,1
"Aneh cuy, paylater kan harusnya kredit konsumtif ya, tapi di BI checking kok jadi kredit produktif. Saya bulan lalu ada pinjaman bank KUR jadi ga bisa mengajukan lagi gara gara ini 🗿",1,negatif,aneh cuy paylater kan harusnya kredit konsumtif ya tapi di bi checking kok jadi kredit produktif saya bulan lalu ada pinjaman bank kur jadi ga bisa mengajukan lagi gara gara ini ,0
"Maaf aku tarik semua saldoku pindah ke sebelah, kecewa karena ada limit extra tp tidak bisa digunakan dengan alasan tidak dapat disetujui, jatuh tempo 25 aku bayar sebelum 20 selama 2 tahun padahal. Makin kesini shopee makin payah",1,negatif,maaf aku tarik semua saldoku pindah ke sebelah kecewa karena ada limit extra tp tidak bisa digunakan dengan alasan tidak dapat disetujui jatuh tempo  aku bayar sebelum  selama  tahun padahal makin kesini shopee makin payah,0
"transfer uang 100 rb waktu 10.10 bisa-bisanya gak masuk! Top up minimal 50 ribu supaya bebas admin dan maksimal 5x. Setelah itu, tidak ada keterangan yang terpampang nyata saat kita buka aplikasi shopee pay dengan kata ""maksimal 5x"". Bobrok sekali shopee dalam hal financial. Aplikasi Dana aja maksimal top up, gratis admin yaitu. sebanyak 10x.",1,negatif,transfer uang  rb waktu  bisabisanya gak masuk top up minimal  ribu supaya bebas admin dan maksimal x setelah itu tidak ada keterangan yang terpampang nyata saat kita buka aplikasi shopee pay dengan kata maksimal x bobrok sekali shopee dalam hal financial aplikasi dana aja maksimal top up gratis admin yaitu sebanyak x,0
Pengajuan pinjaman nya limit nya gak bisa nambah se itu2 aja Mohon di tamvlbah lg limit pinjmannya . Kita sudah brpa kali pinjam dan tidak pernah nunggak. Bayar pun sebelum tgl jatuh tempi sudah di bayar. Saya beri bintang 5 biar pihak shoopepay bisa komitmen dengan apa yg sdah ad di pernytaan nya,5,positif,pengajuan pinjaman nya limit nya gak bisa nambah se itu aja mohon di tamvlbah lg limit pinjmannya  kita sudah brpa kali pinjam dan tidak pernah nunggak bayar pun sebelum tgl jatuh tempi sudah di bayar saya beri bintang  biar pihak shoopepay bisa komitmen dengan apa yg sdah ad di pernytaan nya,1
Untuk top up ewallet tampilin dong nama dan nomer hp ewalletnya dengan jelas seperti transfer bank. Nama penerima tampilkan dengan jelas . kirim uang ke penerima yg salah krn nama dan nomor penerima tidak jelas terpampang. Tolong perbaiki sistem aplikasinya.,1,negatif,untuk top up ewallet tampilin dong nama dan nomer hp ewalletnya dengan jelas seperti transfer bank nama penerima tampilkan dengan jelas  kirim uang ke penerima yg salah krn nama dan nomor penerima tidak jelas terpampang tolong perbaiki sistem aplikasinya,0
"Bertahun2 pake spaylater dan selalu tepat waktu bayar, giliran telat 1 minggu dan langsung bayar 3 bulan. akun langsung dibekukan gak bisa dipake lagi. Percuma ada riwayat baik/lancar kalo kebijakan sepihak. sisa angsuran gw bayar kapan2 aja mulai sekarang karena bukan prioritas lagi.",1,negatif,bertahun pake spaylater dan selalu tepat waktu bayar giliran telat  minggu dan langsung bayar  bulan akun langsung dibekukan gak bisa dipake lagi percuma ada riwayat baiklancar kalo kebijakan sepihak sisa angsuran gw bayar kapan aja mulai sekarang karena bukan prioritas lagi,0
"Banyak keluhan, -pertama biaya jatuh tempo tgl 25, kebanyakan orang gajian diatas tanggal segitu, ga fleksibel. Kaya sengaja biar denda -kedua, biaya denda ga ngotak, telat sehari aja bisa sampe 50rb, saya tipe yg suka telat sehari karna emang gajian lewat sehari dr jatuh tempo, ni adminnya mau haji se komplek apa gimana -ketiga, kalo belum ada tagihan ya gabisa bayar. Mau dilunasin langsung pun gabisa. Emang aplkasi kapitalis",1,negatif,banyak keluhan pertama biaya jatuh tempo tgl  kebanyakan orang gajian diatas tanggal segitu ga fleksibel kaya sengaja biar denda kedua biaya denda ga ngotak telat sehari aja bisa sampe rb saya tipe yg suka telat sehari karna emang gajian lewat sehari dr jatuh tempo ni adminnya mau haji se komplek apa gimana ketiga kalo belum ada tagihan ya gabisa bayar mau dilunasin langsung pun gabisa emang aplkasi kapitalis,0
"Awalnya saya suka banget pakai ini sebagai transaksi sehari"", transfer dri bank ke e-waller ini. Tpi lama-kelamaan, aplikasinya makin tamak, masa udah transfer diatas 100rb masih juga dicharge biaya admin, pdhl tadi engk aja bgtu. Saranku sih pindah ke lain e-wallet aja. Makin lama, makin tamak nyedot uang penggunanya. Kurangkah pendapatan kalian dri sekian ribu pengguna kalian?",2,negatif,awalnya saya suka banget pakai ini sebagai transaksi sehari transfer dri bank ke ewaller ini tpi lamakelamaan aplikasinya makin tamak masa udah transfer diatas rb masih juga dicharge biaya admin pdhl tadi engk aja bgtu saranku sih pindah ke lain ewallet aja makin lama makin tamak nyedot uang penggunanya kurangkah pendapatan kalian dri sekian ribu pengguna kalian,0
Awal nya sangat sayang ke apk shopee Gunain shopee udah lama Pake paylatter dan pinjam nya Ga suka telat bayar atau nunggak Tapi makin kesini shopee mengecewakan Limit makin turun dan Spinjaman nya tertera limit tapi tidak bisa digunakan,3,negatif,awal nya sangat sayang ke apk shopee gunain shopee udah lama pake paylatter dan pinjam nya ga suka telat bayar atau nunggak tapi makin kesini shopee mengecewakan limit makin turun dan spinjaman nya tertera limit tapi tidak bisa digunakan,0
"Bagus sih tapi ada kekurangannya, di saat konsumennya kehilangan nomer Telepon dan lupa password pihak shopee gak bisa bantu apa² walaupun sudah di berikan semua persyaratan yang di minta pihak shopee, itu yang buat kita kecewa berat.",1,negatif,bagus sih tapi ada kekurangannya di saat konsumennya kehilangan nomer telepon dan lupa password pihak shopee gak bisa bantu apa walaupun sudah di berikan semua persyaratan yang di minta pihak shopee itu yang buat kita kecewa berat,0
"Parah parah spaylater saya ada limit tapi tidak bisa dipergunakan, aneh sekali ... Setiap mau pake slalu tidak bisa melakukan transaksi metode ini,silahkan ke metode lainnya gak ada yg bisa dipergunakan . Udah gak usah dikasih sekalian ... Ribet ribet in aja...masa bisanya cuma checkout produk shopeefooddriver jaket sama helm.....emang saya mau beli jaket sama helm Shopee food driver terus ...kocak",1,negatif,parah parah spaylater saya ada limit tapi tidak bisa dipergunakan aneh sekali  setiap mau pake slalu tidak bisa melakukan transaksi metode inisilahkan ke metode lainnya gak ada yg bisa dipergunakan  udah gak usah dikasih sekalian  ribet ribet in ajamasa bisanya cuma checkout produk shopeefooddriver jaket sama helmemang saya mau beli jaket sama helm shopee food driver terus kocak,0
Promonya transfer gratis ke ewallet. Kenyataannya masih ada potongannya 1000. Alasannya potongan dari ewallet tujuan. Yaa mending gak usah promo free transfer !!,1,negatif,promonya transfer gratis ke ewallet kenyataannya masih ada potongannya  alasannya potongan dari ewallet tujuan yaa mending gak usah promo free transfer ,0
"Shope bagus layanan dan lain2 ok .. Tapi di sini saya ada kendala dalam membayar tagihan di sistem metode pembayaran nya tak bisa dari hari Jumat saya Ndak bisa padahal sudah mau jatuh tempo ,tolong di perbaiki,di sistem metodenya eror ..",4,positif,shope bagus layanan dan lain ok  tapi di sini saya ada kendala dalam membayar tagihan di sistem metode pembayaran nya tak bisa dari hari jumat saya ndak bisa padahal sudah mau jatuh tempo tolong di perbaikidi sistem metodenya eror ,1
"Gimana sih sistemnya, jadi trauma pakek shopeepay. Gembar gembor bisa bayar apapun pakai shopeepay. Giliran dipake transaksi, gagal tapi saldo berkurang. Sudah 24jam saldo belum balik.",1,negatif,gimana sih sistemnya jadi trauma pakek shopeepay gembar gembor bisa bayar apapun pakai shopeepay giliran dipake transaksi gagal tapi saldo berkurang sudah jam saldo belum balik,0
"Rusak rusak,katanya bisa tf dari shopepay ke dana udah di up ke premium juga ttep ga bisa,coba berbagai cara juga ttep gak bisa ada masalah trus pke no VA akun juga ttep gak bisa tolong di benahin lagi fungsi transfernya bikin muak",1,negatif,rusak rusakkatanya bisa tf dari shopepay ke dana udah di up ke premium juga ttep ga bisacoba berbagai cara juga ttep gak bisa ada masalah trus pke no va akun juga ttep gak bisa tolong di benahin lagi fungsi transfernya bikin muak,0
"Info detail transfer masih kurang lengkap, pas saya transfer saldo ke e wallet lain, shopeepay tidak memberikan keterangan biaya transfer jadi saya tidak tau berapa saldo yang berkurang gara gara biaya tersebut, walaupun keliatan sepele tapi bagi saya itu fatal sekali apalagi kalo saya transfer saldo yang pas pasan sekali ke e wallet lain untuk melakukan pembayaran, saya sangat kecewa gara gara ini 😤",2,negatif,info detail transfer masih kurang lengkap pas saya transfer saldo ke e wallet lain shopeepay tidak memberikan keterangan biaya transfer jadi saya tidak tau berapa saldo yang berkurang gara gara biaya tersebut walaupun keliatan sepele tapi bagi saya itu fatal sekali apalagi kalo saya transfer saldo yang pas pasan sekali ke e wallet lain untuk melakukan pembayaran saya sangat kecewa gara gara ini ,0
"Isi shopeepay ga masuk2 padahal status transfer berhasil dan saldo atm kepotong, pelayanan lelet bgt masa harus nunggu 1x24 jam sdgkan ini kesalahan di pihak shopee harusnya bisa dipercepat jgn sampai bikin kecewa dan merugikan orang",1,negatif,isi shopeepay ga masuk padahal status transfer berhasil dan saldo atm kepotong pelayanan lelet bgt masa harus nunggu x jam sdgkan ini kesalahan di pihak shopee harusnya bisa dipercepat jgn sampai bikin kecewa dan merugikan orang,0
"Parah banget njir spaylaternya. Apa ya, kalo kata gw sih ini kek mulai ada bibit2 korup/penipuannya. Masa ya, gw CO 2 barang di shopee pake paylater, harga asli barang (91.500), terus harga yang tertera sebelum CO pas dipakein metode pembayaran paylater cicilan 3 bulan (93.415), harga sesudah CO (96.950), sama jumlah tagihan bulanan paylater skrng setelah dikurangin nyicil 1x (sebesar 15.922) itu 89.680 (yg artinya tagihan bulanan dari paylater 89.680 + 15.922 = 105.602), semuanya beda2, njir.",1,negatif,parah banget njir spaylaternya apa ya kalo kata gw sih ini kek mulai ada bibit koruppenipuannya masa ya gw co  barang di shopee pake paylater harga asli barang  terus harga yang tertera sebelum co pas dipakein metode pembayaran paylater cicilan  bulan  harga sesudah co  sama jumlah tagihan bulanan paylater skrng setelah dikurangin nyicil x sebesar  itu  yg artinya tagihan bulanan dari paylater      semuanya beda njir,0
"Mau top up, dikasih no virtual account nya dr sistem shopee, setelah transfer dana tidak masuk, lalu hub pusat bantuan, jawabannya dana sdh masuk ke akun lain, tidak bisa di tarik, dan nuduh saya kasih kode otp ke orglain, padahal gk pernah. Kecewa sekali, kali ini ditipu shopee, mau top up lagi, takut dana gk masuk. Hati hati pengguna shopee modus penipuan di shopee.",1,negatif,mau top up dikasih no virtual account nya dr sistem shopee setelah transfer dana tidak masuk lalu hub pusat bantuan jawabannya dana sdh masuk ke akun lain tidak bisa di tarik dan nuduh saya kasih kode otp ke orglain padahal gk pernah kecewa sekali kali ini ditipu shopee mau top up lagi takut dana gk masuk hati hati pengguna shopee modus penipuan di shopee,0
"Trmksh ShopeePay sdh memberikan pelayanan modal blnja & bertransaksi digital yg terbaik,, Lancar dan mudah di operasikan,,,mantappp👍🏼. Ada tambahan buat spinjam nya kalau bisa ditambah jangka waktu angsurannya 2-3 th dst,, Agar tidak terlalu besar bayar angsurannya🙏🏽",5,positif,trmksh shopeepay sdh memberikan pelayanan modal blnja  bertransaksi digital yg terbaik lancar dan mudah di operasikanmantappp ada tambahan buat spinjam nya kalau bisa ditambah jangka waktu angsurannya  th dst agar tidak terlalu besar bayar angsurannya,1
"Pas ada iklan shopee pay, yg buat tertarik beli pulsa 15k harganya 9,5k. Wow, murah banget. Eh tapi pas daftar shopee pay pulsa 15k harganya malah Rp14800😂 gak sesuai iklan ih... Iklannya bohong",3,negatif,pas ada iklan shopee pay yg buat tertarik beli pulsa k harganya k wow murah banget eh tapi pas daftar shopee pay pulsa k harganya malah rp gak sesuai iklan ih iklannya bohong,0
